Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,235,262.111,0.0269
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,173,290.607,0.0239
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,325,291.312,0.0247
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,695,265.961,0.0262
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,168,290.306,0.0262
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,255,264.067,0.0281
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,388,290.128,0.0323
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,343,291.658,0.0321
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,231,263.139,0.0286
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,407,264.642,0.0282
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,169,293.752,0.0270
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,467,287.967,0.0315
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",404,290.097,0.0311
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",237,294.092,0.0362
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,153,291.355,0.0260
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,455,288.120,0.0320
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,279,289.268,0.0260
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,272,265.600,0.0262
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,344,264.624,0.0267
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,209,294.477,0.0392
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,203,287.277,0.0261
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,244,292.827,0.0258
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,278,289.980,0.0256
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,263,293.277,0.0357
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,418,289.296,0.0320
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,344,264.652,0.0252
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,277,290.880,0.0251
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,178,291.816,0.0252
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,491,265.427,0.0257
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",295,261.069,0.0261
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,406,288.028,0.0261
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,255,292.542,0.0253
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,399,285.601,0.0261
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,392,267.493,0.0261
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,338,283.730,0.0261
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,376,286.898,0.0261
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,334,291.697,0.0329
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,293,292.689,0.0341
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,239,290.903,0.0252
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",289,256.656,0.0268
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,322,265.647,0.0269
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",261,291.555,0.0260
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,251,288.355,0.0248
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,393,290.055,0.0321
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,542,263.327,0.0268
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",402,288.169,0.0251
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,383,255.248,0.0271
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,428,284.142,0.0251
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,315,291.918,0.0341
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,267,293.179,0.0355
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,155,296.109,0.0423
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,177,295.422,0.0244
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,303,260.597,0.0272
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,190,295.278,0.0389
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",313,286.760,0.0257
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,146,289.731,0.0240
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",394,285.022,0.0255
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,343,260.994,0.0273
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,245,285.617,0.0259
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,259,262.408,0.0267
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,328,292.078,0.0323
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,370,287.059,0.0254
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,450,262.864,0.0265
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,349,291.490,0.0320
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",308,291.525,0.0256
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,264,287.578,0.0250
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,356,261.491,0.0260
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,334,288.110,0.0253
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,249,256.933,0.0262
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,279,292.916,0.0350
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,207,294.737,0.0383
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,432,288.264,0.0254
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,192,259.821,0.0265
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,469,257.306,0.0261
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,158,286.149,0.0258
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,301,292.408,0.0341
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,272,292.823,0.0255
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,278,286.115,0.0259
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,256,293.608,0.0354
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",231,294.279,0.0365
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,408,287.807,0.0260
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,192,288.232,0.0258
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,360,256.598,0.0267
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,290,287.019,0.0259
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,300,291.357,0.0254
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,193,288.642,0.0250
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,409,257.153,0.0267
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",303,288.997,0.0253
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,408,256.593,0.0268
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,379,256.488,0.0267
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",314,292.209,0.0333
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,319,291.474,0.0254
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,281,259.192,0.0266
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,204,258.214,0.0262
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,378,290.503,0.0322
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,247,286.030,0.0259
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,137,292.932,0.0258
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,329,287.214,0.0259
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,377,289.708,0.0259
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,348,291.296,0.0327
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,313,285.116,0.0260
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,442,286.925,0.0257
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,384,260.909,0.0264
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,253,293.085,0.0262
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",243,291.058,0.0264
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,264,257.421,0.0260
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,211,289.776,0.0264
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,255,289.247,0.0264
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,225,285.038,0.0263
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",481,252.126,0.0262
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,332,291.448,0.0338
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,304,290.815,0.0264
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,374,257.294,0.0265
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,268,288.822,0.0256
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,588,254.567,0.0265
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,245,286.754,0.0255
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,340,291.303,0.0334
